"","breast","colon.and.rectum","anus..anal.canal.and.anorectum","esophagus","gallbladder","liver.and.intrahepatic.bile.duct","other.biliary","other.digestive.organs","pancreas","peritoneum..omentum.and.mesentery","retroperitoneum","small.intestine","stomach","hodgkin.lymphoma","leukemia","myeloma","non.hodgkin.lymphoma","other.male.genital.organs","penis","prostate","testis","bones.and.joints","brain.and.other.nervous.system","eye.and.orbit","kaposi.sarcoma.","melanoma.of.the.skin","mesothelioma.","miscellaneous","oral.cavity.and.pharynx","other.endocrine.including.thymus","other.non.epithelial.skin","soft.tissue.including.heart","thyroid","larynx","lung.and.bronchus","nose..nasal.cavity.and.middle.ear","pleura","trachea..mediastinum.and.other.respiratory.organs","kidney.and.renal.pelvis","other.urinary.organs","ureter","urinary.bladder"
"testis",0.269038630863798,0.450651518123632,0.518913567610172,0.340002118722679,0.100421883520749,0.395377565199492,0.238074329883413,0.0784465663184893,-0.144957911559698,0.216863525109479,0.0422717617130096,0.169957250014276,0.464035588483682,-0.310279367895407,0.312739575049058,0.375177303090471,0.445738710131039,0.352352068456476,0.238092772160179,0.549784536069531,0,-0.365037681408506,0.507025850801511,-0.425676026635934,0.28016912308159,0.109115145040133,-0.5695258077587,0.172292342102027,-0.122924572918447,0.138598361907916,0.43945876316073,0.339033053687031,0.193997003514579,-0.156397064589303,-0.713963215413557,0.171855152750838,-0.0988400451351566,0.14015711880493,0.454814265054561,-0.0108360873887541,-0.233926005932517,-0.629396294391523
"bones.and.joints",-0.118307248952888,-0.0310486833244663,-0.258164407752343,-0.209125186289243,0.151737932891793,-0.0417161092023191,-0.112104047998638,-0.217922704929777,0.412508588575345,-0.0462345121538526,-0.0161036381679105,-0.0792088711103423,-0.173408147376851,0.200551028687956,0.0611960462176739,-0.0612122699295007,-0.133761581421669,-0.0873853278891856,0.267137836617859,-0.300766771677462,-0.365037681408506,0,0.0352323004029851,-0.148483104637685,-0.177261476564663,-0.391737138188949,0.0308140730468746,-0.111208362612041,0.0758426104110006,0.145742874443318,-0.222415358616595,0.115748214738477,-0.0376172808377608,-0.178339206748748,0.30564009680135,-0.143073767036647,-0.246010793015254,-0.446345359609474,0.00894007063421004,-0.162301857835627,0.396485086104953,-0.0382786375807963
"brain.and.other.nervous.system",0.166905261834683,0.514454616069027,0.0352492894688189,0.19481408221155,0.200462823923319,0.306648926803303,0.27022914761062,-0.0273969715986982,-0.0687509366818235,0.279843194577339,-0.172633037677328,0.181444946385254,0.250411706489502,-0.21417328130056,0.253115920519641,0.440476775151419,-0.0330131347913186,0.338881130286653,0.196191465372352,0.224825207691133,0.507025850801511,0.0352323004029851,0,-0.199113577462632,-0.0492141799097407,0.158103634844485,-0.433208861200375,0.261202596471356,-0.123322797182572,0.310780860829622,0.202481934520032,0.277558801610402,0.484593870134806,-0.225310809251137,-0.232774547282389,0.169861712945083,-0.195301109615782,-0.0452689749408502,0.650177835784705,-0.0993847146350886,-0.131393553093884,-0.487919329517375
"eye.and.orbit",-0.218679794738876,-0.174145793550708,-0.334151254062405,-0.304765798020824,-0.0118566328347621,-0.377248154070647,0.0370753697619119,-0.0935978296073242,-0.361409975193706,-0.184957727647978,0.181061091900943,-0.297101577462501,-0.315120258844269,-0.0985638851653479,-0.300894891499973,-0.299489475712328,-0.414202451127149,-0.230448701117622,-0.1830292856798,-0.442922023445682,-0.425676026635934,-0.148483104637685,-0.199113577462632,0,-0.248516600088909,0.148740484391726,0.193813788393619,-0.11364118836542,0.374990580618952,-0.205987944644037,-0.135097494782861,-0.155804334753051,-0.019194685255425,0.313168092489412,0.423732590387838,-0.136309815930368,0.265111831550308,-0.154683858571046,-0.312005439344137,0.00661226793479768,-0.249047691503318,0.506083295472557
"kaposi.sarcoma.",-0.0154119799869252,-0.398181582344607,0.419980646650732,0.0648410986928187,-0.165734703802579,0.0533966385637311,-0.150709844095192,-0.240883906076816,-0.0191569491039169,-0.0338538146475674,0.140695804306841,-0.0419980994969363,-0.0233823612724019,0.0951512256237478,-0.184067225183732,-0.0505835585255704,0.819379323272483,-0.0685244602512681,-0.0476943053633425,-0.0914316731610313,0.28016912308159,-0.177261476564663,-0.0492141799097407,-0.248516600088909,0,0.426809877632841,-0.278474272948336,-0.434619120408786,0.0460715489455417,-0.214007625530562,0.360516157237361,-0.277105030761375,-0.555695200579909,0.114507073765048,-0.0598856616197235,-0.189062871070187,-0.246271534352422,0.121643080076667,-0.419938855762023,0.253404488498051,-0.180526500943715,0.0451356486066498
"melanoma.of.the.skin",0.107258513161507,-0.339828458579529,0.13755162836905,0.0550633509226338,-0.273703911954889,-0.168782522007146,-0.184170264751038,0.0268561013591903,-0.108860573948314,0.139552271387778,-0.0620500970868847,-0.275300934911601,-0.0275929683213147,0.0529347688247876,-0.406175504674117,-0.120311544981481,0.2016831146912,-0.0934827091040653,-0.118313039014161,-0.109281160217764,0.109115145040133,-0.391737138188949,0.158103634844485,0.148740484391726,0.426809877632841,0,-0.256311183847883,-0.219954507550668,-0.00452869709784412,-0.0641662606229486,0.451814791709612,-0.433450622746887,-0.298666578450777,0.09232523177974,0.0255756912014448,-0.0401596335949283,-0.281641420937491,0.270246865602597,-0.321372977515622,0.0477876735707514,-0.152014000071767,0.171880149226581
"mesothelioma.",-0.165764645518153,0.0506606307380706,-0.196456197072944,-0.24369800013116,-0.267491139035045,-0.111239378251567,-0.0525867335180043,0.139603464831302,0.177683151342769,-0.19433129235946,-0.184151551287123,0.171944157213834,-0.0879227685101426,0.162644702828647,-0.152500806921894,-0.155057919276323,-0.306737482366983,-0.109447753618503,-0.236463016236456,-0.198323830601838,-0.5695258077587,0.0308140730468746,-0.433208861200375,0.193813788393619,-0.278474272948336,-0.256311183847883,0,0.0543654923113162,-0.107490164245506,-0.2119779918812,-0.361775392873396,0.0608022106282924,0.0229443204082834,0.070746456773899,0.430686125450203,0.122900941269116,0.330745104623552,-0.0232693108773097,-0.16485185764455,0.127201642842063,0.144778650403807,0.377223488836366
"miscellaneous",0.0484572664044483,0.567082202491028,0.0118664232767221,0.111709775292922,0.0296723567978924,0.228917152288763,0.191677732965657,0.360063846265427,-0.0142678264568762,0.0615912396997654,-0.223931647357234,0.0709397173496782,0.102521157845461,-0.0778145823686591,0.385001699747915,0.409306150268836,-0.299701754170502,-0.0874863818481182,0.118756832134489,0.346927787514117,0.172292342102027,-0.111208362612041,0.261202596471356,-0.11364118836542,-0.434619120408786,-0.219954507550668,0.0543654923113162,0,-0.3156883515722,0.422175835006414,0.141417556561207,0.363984213671128,0.55004216357793,-0.162647867001851,-0.309217018596356,0.321749756694657,0.0296583738027926,0.39829756762799,0.54073331009236,-0.02935038211164,-0.140673821107107,-0.407931447991151
"oral.cavity.and.pharynx",-0.106910465285435,-0.130434273676484,-0.262457657039761,-0.355332431236112,0.158926588606785,-0.0724582202302982,-0.07338416647632,-0.259860344694532,-0.191253865597758,0.029897744841602,0.347407156629079,-0.239324646556098,-0.302960747525317,-0.247226784845213,-0.309127820372468,-0.261726387275107,-0.0811486770300889,-0.0934545047481011,-0.106589399210859,-0.0850486840965994,-0.122924572918447,0.0758426104110006,-0.123322797182572,0.374990580618952,0.0460715489455417,-0.00452869709784412,-0.107490164245506,-0.3156883515722,0,-0.122965053182769,-0.0390943693620789,-0.131790787744072,-0.133410585119336,0.058833926292463,0.311551822521691,-0.366129129596714,0.134441951062162,-0.354412635908543,-0.22939691901158,-0.331934892199741,-0.201902652932064,0.273644792371219
"other.endocrine.including.thymus",-0.0257059766280147,0.284728641426556,-0.115055585180501,0.016760103755043,-0.00537766703012613,0.111041943332542,0.025104773169348,0.229259330381259,0.0575248636500126,0.0799443399481888,0.00400622579099411,0.0968625823794955,0.249977536103879,-0.249046079362613,0.291724734631533,0.384611319880822,-0.0794863481156493,0.0635660293836987,0.111548007209224,0.321435853456307,0.138598361907916,0.145742874443318,0.310780860829622,-0.205987944644037,-0.214007625530562,-0.0641662606229486,-0.2119779918812,0.422175835006414,-0.122965053182769,0,0.016900472529736,0.186134325834915,0.45840222555413,-0.292279751774806,-0.300582452830758,-0.00596423554601499,-0.239059139818489,0.297677340363464,0.422276821769051,-0.0507590641683576,-0.0929170714830697,-0.35755993996964
