"","breast","colon.and.rectum","anus..anal.canal.and.anorectum","esophagus","gallbladder","liver.and.intrahepatic.bile.duct","other.biliary","other.digestive.organs","pancreas","peritoneum..omentum.and.mesentery","retroperitoneum","small.intestine","stomach","hodgkin.lymphoma","leukemia","myeloma","non.hodgkin.lymphoma","other.male.genital.organs","penis","prostate","testis","bones.and.joints","brain.and.other.nervous.system","eye.and.orbit","kaposi.sarcoma.","melanoma.of.the.skin","mesothelioma.","miscellaneous","oral.cavity.and.pharynx","other.endocrine.including.thymus","other.non.epithelial.skin","soft.tissue.including.heart","thyroid","larynx","lung.and.bronchus","nose..nasal.cavity.and.middle.ear","pleura","trachea..mediastinum.and.other.respiratory.organs","kidney.and.renal.pelvis","other.urinary.organs","urinary.bladder"
"mesothelioma.",-0.138349193588051,0.164132011029916,-0.202012290806459,0.139412045727426,0.073074135007943,-0.13136139717252,-0.126322015710717,-0.0943462429448023,-0.138106253841584,-0.178046602813589,-0.12622104619052,0.298537638273444,0.174236465715656,-0.0215755377374014,0.197321915512121,-0.105725348722396,-0.0646435198503835,-0.108965067943044,0.0549875857060164,-0.132441089484937,-0.0569947161959198,-0.0578231198432328,0.0313203274566438,0.263796929106416,-0.132197686824558,0.181353061811211,0,0.177864908170645,-0.0703017468001188,0.0458052643974775,-0.11128626677447,0.0487744637699911,0.231586105791645,0.152333021921822,-0.0713217281930036,0.0743879969811702,-0.0888077845277457,0.0429722418110572,-0.0416491488891728,0.394196914196557,-0.00922194033430833
"miscellaneous",0.0532467419623762,0.538682003031424,-0.246415518729884,0.248563631610044,0.54798624527387,0.406857540843894,-0.0280509580197949,-0.086609418856868,0.215677394231879,-0.234186375926547,-0.116567959545385,0.287457196403183,0.381670238101541,-0.343176352272058,0.38613488922489,0.104697674673625,-0.291398211348736,0.125070526968868,0.0533138063720131,-0.178528890182966,0.302338108576238,-0.22102022015388,0.450320791916773,0.0399219844504592,-0.534561252879079,-0.102489357735916,0.177864908170645,0,-0.104680438918074,0.535571852211524,-0.131187873055722,0.401175377031362,0.450738268320646,-0.112351957010371,0.29286840910154,0.0771929949003864,0.141667313045674,0.00455320712216194,0.541153185640607,-0.0344519884889538,-0.142613797824143
"oral.cavity.and.pharynx",-0.103501069046437,-0.128966658142861,0.200175913655846,0.0417060433665796,-0.121046082005754,-0.195994625380644,-0.0801168455890007,0.0970093213408503,-0.0920220452448767,0.061199124413217,0.21471353157437,0.188228471426756,-0.151467045465258,0.203623848412873,-0.142073923165929,0.139978598671744,-0.0588803034967194,0.126127985369971,0.179386776275422,0.113699027663987,-0.254491948325758,-0.110667878074899,-0.141950029912993,0.12176995126672,-0.00765884885583789,0.176805781267853,-0.0703017468001188,-0.104680438918074,0,-0.0744191340086764,-0.0404668099059036,-0.0803801425455033,0.00354585487966371,0.0162967040818318,0.0760282107283077,0.0871576874056617,-0.0985093957421049,0.22090891933708,-0.105063985275046,-0.130463530756031,0.220331205784666
"other.endocrine.including.thymus",0.0006331230672802,0.331489037535604,0.0883241849663283,0.249532265525542,0.324104809283897,0.245787041269695,-0.0264978565771107,-0.159041992156824,0.281005256378092,0.0564340782848883,-0.0482941510675402,0.338624557377255,0.35187053354578,-0.548246221743544,0.343902927504378,0.288216221074498,-0.217474255962742,0.334782369344851,-0.0189794412327197,-0.093083826280959,0.273931750846828,-0.138997900586325,0.478432101467948,0.130783845992798,-0.427273421764786,-0.0711513868156586,0.0458052643974775,0.535571852211524,-0.0744191340086764,0,-0.234073494348111,0.43374803661073,0.321094138449092,-0.0232814427509073,0.209739523386685,-0.0705315964235063,0.179434046566225,-0.0996310882468676,0.323631963169808,0.0324610658063954,-0.243545990683996
"other.non.epithelial.skin",-0.0279257134012336,-0.193815734717638,-0.0722103106787384,-0.0346169676456381,-0.146507953098985,-0.117413958633217,-0.054613351227298,0.144934168220748,-0.120276797404076,0.0460951162357691,0.0550991614148605,-0.134271160213917,0.0341030234050651,0.051419732965733,-0.201837525734214,0.228709499792493,0.391017455257341,0.0965505488229275,-0.314729908571238,-0.0745715556175158,-0.0644735455257633,0.133890257596955,-0.146709445495386,-0.492834100477821,0.266633705077581,0.0200765799405688,-0.11128626677447,-0.131187873055722,-0.0404668099059036,-0.234073494348111,0,-0.129727925230209,-0.124494184439477,-0.100700078063498,-0.170206161737017,0.15868436235682,0.0266010557592377,0.195704584361402,-0.127292440074605,-0.202110148812311,-0.123196335397177
"soft.tissue.including.heart",-0.0477358653042385,0.42222207266322,-0.0762712095099733,0.193495711884091,0.365352299783202,0.40899678705305,0.0692241175536424,0.0632563730086525,0.146587079066497,0.0635621871499287,-0.0353187417101479,0.130881542595946,0.429314745064723,-0.446484402290289,0.387786575975493,0.0542442602162844,-0.148225576336809,0.0930788327706521,0.0964242272998196,-0.148008141516673,0.210110478077781,-0.099765193405993,0.310409688470137,-0.0843260626105064,-0.426125048696321,-0.114869637163561,0.0487744637699911,0.401175377031362,-0.0803801425455033,0.43374803661073,-0.129727925230209,0,0.226349496775903,-0.334645646614666,0.270213960403604,-0.0264765099803798,-0.0525030429363133,0.129319958317373,0.33642727134212,-0.0770675475520973,-0.29023070194462
"thyroid",0.0181391745814704,0.660003240954783,0.156656001771286,0.412251299282698,0.49674349162424,0.486074932035639,0.160061727083895,0.14751707670948,0.331990932234844,-0.167021386268622,-0.334344002085275,0.311779280897169,0.340629566890943,-0.4769568909443,0.564383658137089,0.213034210066357,-0.00800405763781339,0.304283923896507,0.107938209226235,-0.0480059121193413,0.50993977470032,-0.116484033524562,0.453155961738391,0.130009335485378,-0.313369310148604,-0.45908173405904,0.231586105791645,0.450738268320646,0.00354585487966371,0.321094138449092,-0.124494184439477,0.226349496775903,0,-0.0219936508644973,0.165037237150193,-0.00322106237655118,-0.0852457069639691,-0.0937065836072909,0.587332332354611,-0.269537320140321,-0.2998901875306
"larynx",-0.0564127140449856,-0.149858759220167,-0.177834369871603,-0.239495777780978,-0.129160504436144,-0.176469350373371,0.117594669555223,-0.175763793606173,0.141406617393435,-0.00287177664493435,0.0251000709343205,0.0579547534714695,-0.105600258297217,0.311437242754241,-0.194715310073099,-0.133885978292305,-0.00242107078909543,-0.118864405692756,-0.0228718581412398,0.00991223939993167,-0.0599536875795244,-0.197750642693983,-0.148612556010081,0.280686284837175,0.0250849852763711,-0.030445669579223,0.152333021921822,-0.112351957010371,0.0162967040818318,-0.0232814427509073,-0.100700078063498,-0.334645646614666,-0.0219936508644973,0,0.166641022599006,0.0123782078341555,-0.275596893406083,-0.246453627415172,-0.0949851712758694,0.395389785453916,0.260330439787869
"lung.and.bronchus",-0.0108225434590631,0.0576210149799208,-0.107049370198064,0.0698768495468026,0.213488233767338,-0.0169519723437231,0.0847598517277566,0.0629770460886695,0.33420131494784,0.0342115598775787,-0.0608882536089644,0.15888889855711,0.166327128657038,-0.186019114281589,-0.0119213413733772,-0.0492079438242499,-0.333132434418494,-0.195332159694829,0.0232192987979579,-0.0407004571019712,-0.0921279187322016,-0.163184911099123,0.0884773421478144,-0.00567123785695149,-0.416011520314553,-0.232906320865489,-0.0713217281930036,0.29286840910154,0.0760282107283077,0.209739523386685,-0.170206161737017,0.270213960403604,0.165037237150193,0.166641022599006,0,0.232764024404571,-0.110475968356401,-0.136128241715069,0.381243371168127,-0.081064366781169,0.0398648584471528
"nose..nasal.cavity.and.middle.ear",0.0431131759096388,-0.0168873475712196,-0.162459132869996,0.191051384075774,0.116260301968046,0.0960327384111613,-0.0109020257392222,0.0350866867039721,0.166365692907741,0.0569957765685805,0.256996618665063,0.061367608163752,-0.201412672201099,0.126877169468329,0.0441736720588704,0.0676666895828069,0.175271365935725,-0.161634889187292,0.109014851869279,0.277556236900133,0.0717886167902062,-0.0838320394965419,0.335184279750654,-0.00565683004118606,0.107947152361682,0.0381510501752669,0.0743879969811702,0.0771929949003864,0.0871576874056617,-0.0705315964235063,0.15868436235682,-0.0264765099803798,-0.00322106237655118,0.0123782078341555,0.232764024404571,0,-0.0839122424793219,0.264416039446584,0.198864300150228,-0.00038746861154181,0.113653696082946
"pleura",0.419967870893286,0.110105563969124,-0.0211114824618684,-0.0190301473947422,0.162159017007503,-0.0386798913534213,-0.00387420546980736,-0.0754325122302542,-0.0643319486793964,-0.176639978339295,-0.0606350582165847,0.216437103404408,-0.00972673973454549,-0.15564497055887,0.0518062303204711,0.0745148162039818,-0.0781640775448747,0.305238062576418,-0.114478214907171,-0.0978886829063758,-0.000692544320159176,0.095189622971936,-0.0448105634495681,-0.0446600412352382,-0.0166472637255267,0.239134811961028,-0.0888077845277457,0.141667313045674,-0.0985093957421049,0.179434046566225,0.0266010557592377,-0.0525030429363133,-0.0852457069639691,-0.275596893406083,-0.110475968356401,-0.0839122424793219,0,-0.134775618980793,-0.031360158899994,-0.111325376367407,-0.135841400732843
"trachea..mediastinum.and.other.respiratory.organs",0.0291490565648218,0.0777106172103185,-0.0375678197043164,0.0825530297118805,-0.0155025883346557,0.158125629178652,-0.10520289512073,-0.0432977200874577,-0.207611084954905,-0.00661318427099028,0.42534813387768,0.0601781674354089,-0.268113109207317,0.235707721256127,-0.110822789756822,0.0386507493793857,0.214709348012912,0.21213044234981,0.0550589093362022,-0.0810264780979267,0.107512595636182,-0.107919394225146,0.0344334077864101,-0.254816312780001,0.245020552209947,0.0942905609950176,0.0429722418110572,0.00455320712216194,0.22090891933708,-0.0996310882468676,0.195704584361402,0.129319958317373,-0.0937065836072909,-0.246453627415172,-0.136128241715069,0.264416039446584,-0.134775618980793,0,-0.0680358579247822,0.114631706053625,-0.0959461794117805
"kidney.and.renal.pelvis",-0.036978231742676,0.588697541885374,-0.00869899932100333,0.283089661817509,0.540706296626542,0.451197147062621,0.253718891506459,0.0380221002920735,0.292764112083097,-0.100461501060623,-0.277882735559563,0.0407425684895654,0.195101730747767,-0.54650014890076,0.563643248530221,0.181012191836921,-0.12011731669294,0.141079601145843,0.165533212899835,-0.00314234339666381,0.469429932646261,0.00246519758574092,0.464127760115175,-0.0453674221073047,-0.365387287811035,-0.495220225075934,-0.0416491488891728,0.541153185640607,-0.105063985275046,0.323631963169808,-0.127292440074605,0.33642727134212,0.587332332354611,-0.0949851712758694,0.381243371168127,0.198864300150228,-0.031360158899994,-0.0680358579247822,0,-0.405632636014158,-0.307653897019196
"other.urinary.organs",-0.090073022155217,-0.103972636530814,-0.241035575013397,0.0218511314195703,-0.185982104752291,-0.199296193397087,0.0236607670036194,-0.258928218349996,-0.082832633038993,0.010772402672118,0.00678374217939747,0.0103578689550911,-0.0901408669420686,0.310551612963818,-0.186963292359734,-0.156552575298805,-0.205858239573117,-0.208298464447294,0.130360477449354,-0.00956041516850338,-0.186115144753605,-0.258831228277412,-0.216749962704708,0.418601118623387,-0.10410721309268,0.335439778959116,0.394196914196557,-0.0344519884889538,-0.130463530756031,0.0324610658063954,-0.202110148812311,-0.0770675475520973,-0.269537320140321,0.395389785453916,-0.081064366781169,-0.00038746861154181,-0.111325376367407,0.114631706053625,-0.405632636014158,0,0.303787947974169
"urinary.bladder",-0.30638964708841,-0.370054723362772,-0.250595113722321,-0.171180233630048,-0.357154340651196,-0.317994306819663,-0.173801354510504,-0.117887294873746,0.11794732959805,0.125237435353327,-0.00358418427969747,-0.0578067630605226,-0.131231641899456,0.446950735172212,-0.122655626779691,-0.135653662817915,-0.374927268992612,-0.217830464617515,-0.0109001787738817,-0.132462246421823,-0.452048190294246,-0.376689561971809,-0.423103150522514,0.199994385757994,-0.121549103405927,0.24062391539703,-0.00922194033430833,-0.142613797824143,0.220331205784666,-0.243545990683996,-0.123196335397177,-0.29023070194462,-0.2998901875306,0.260330439787869,0.0398648584471528,0.113653696082946,-0.135841400732843,-0.0959461794117805,-0.307653897019196,0.303787947974169,0
