"","breast","colon.and.rectum","anus..anal.canal.and.anorectum","esophagus","gallbladder","liver.and.intrahepatic.bile.duct","other.biliary","other.digestive.organs","pancreas","peritoneum..omentum.and.mesentery","retroperitoneum","small.intestine","stomach","hodgkin.lymphoma","leukemia","myeloma","non.hodgkin.lymphoma","other.male.genital.organs","penis","prostate","testis","bones.and.joints","brain.and.other.nervous.system","eye.and.orbit","kaposi.sarcoma.","melanoma.of.the.skin","mesothelioma.","miscellaneous","oral.cavity.and.pharynx","other.endocrine.including.thymus","other.non.epithelial.skin","soft.tissue.including.heart","thyroid","larynx","lung.and.bronchus","nose..nasal.cavity.and.middle.ear","pleura","trachea..mediastinum.and.other.respiratory.organs","kidney.and.renal.pelvis","other.urinary.organs","ureter","urinary.bladder"
"retroperitoneum",0.133137059011216,-0.299442864017651,-0.268103093662417,0.0774563242325475,-0.00823414259125925,-0.228315017669831,-0.110878809286841,-0.332774193201157,0.0408515716966773,-0.0983893463254697,0,-0.402037770324967,0.195458099564536,0.184592335054859,-0.110601918504005,-0.385084627946151,-0.0421680352957715,-0.0970313680253062,0.208390370599422,-0.285480653095051,-0.137098831153081,-0.131303710237216,-0.0693883479145882,-0.237480264100173,0.213462326469819,0.124161935073848,-0.0205441709061046,0.132688208759623,0.348465011164784,-0.373075590069604,-0.207808222264871,-0.0382135585830751,-0.405087940956493,0.348480271393814,0.493459940373783,-0.0131030300428516,-0.0574385877192564,0.293923028025984,-0.350620503358364,-0.0679291993230008,0.194743067105272,0.189177877006271
"small.intestine",-0.0546705936473933,0.483710003782619,0.369457963933987,0.293271845595987,0.131185380025968,0.384452691967915,0.25138170972961,0.199807441076059,0.0434804965484237,-0.0528241584284963,-0.402037770324967,0,-0.0149236596594513,-0.291107041764323,0.265402623628142,0.291471865115725,0.0372895030213955,-0.222725617364049,0.0254368384788088,0.490116160391069,0.281938528287065,-0.0701766106641288,0.122939103176207,0.402507804265804,-0.126646800569768,-0.404798740351746,-0.0401962307236707,0.358500227661954,-0.425404884642009,0.361091194692889,0.000831789466146679,0.268169083498239,0.545559756044075,-0.480650424239097,-0.608069322746377,0.0034087481647754,0.247647029236513,-0.214401074035693,0.474386458948243,0.0813435626397806,-0.209389924984783,-0.478701800013499
"stomach",0.182237028447544,0.168554997681324,-0.114248552815991,0.156160014961704,0.0430203845035099,-0.0473620132391093,0.0393182632981705,0.0731735174302699,-0.133759087097161,0.089569872309759,0.195458099564536,-0.0149236596594513,0,-0.0336938281762224,0.0611042705120954,-0.0401013085314754,-0.132712718871336,0.132642860864774,0.141600129654414,-0.0394608164521267,-0.16813652546734,0.0308253605067778,-0.190207184999207,-0.0222150436705219,-0.153401763845306,-0.393294119815723,-0.24812048490124,0.205087043299813,0.127714012872612,-0.14759766372831,-0.304947023927732,0.33132849879127,0.0498395656317805,0.0887145253309458,0.0994356612092238,-0.131268469270349,-0.118936245258617,-0.0386418672400274,-0.0347292214689486,0.049896396616449,-0.164827832811424,-0.147164722238606
"hodgkin.lymphoma",-0.044421398552643,-0.236443559565375,-0.117399058264565,-0.328100379676676,0.0348661465969182,-0.156682883173221,-0.361778148034822,-0.140375250482942,0.03901145067678,0.341088871644205,0.184592335054859,-0.291107041764323,-0.0336938281762224,0,-0.20334976523961,-0.2190616970932,0.102493792368797,-0.0166297843276781,-0.0397297512519882,-0.358608892574715,-0.0928542499074214,0.0591344188096625,0.0509558831249268,-0.309973510482111,0.328767009793914,0.31203724640113,0.277393399406996,-0.0569661206619774,0.330080511153063,-0.161187431940253,0.146439763725905,-0.251569485124767,-0.39175184755226,0.271825062838197,0.304064519407376,0.161317726972788,-0.134937097449721,0.446968059068436,-0.30923134359464,0.0969543196752411,0.0882329312967914,0.363454080317225
"leukemia",0.0963840741922771,0.359738603851989,0.165571543931398,-0.086002503268637,0.109773354179359,0.237084282393732,0.100535572957269,0.246629688102128,0.345549055889667,-0.116899281166277,-0.110601918504005,0.265402623628142,0.0611042705120954,-0.20334976523961,0,-0.0992298518459623,-0.216260950562115,-0.0753847124044355,0.0429295184541034,0.276976429050238,0.210111356570481,0.0264411126452126,0.0169445917445009,0.0749113252668518,-0.287542877234979,-0.324331781929949,0.119743865869711,0.264442466438801,-0.0680835036472455,0.226960055748056,-0.192679261596654,0.219671806263064,0.484614313901354,-0.198655512656334,-0.334015239266349,-0.206017955171177,0.244614633559038,-0.102611176919021,0.479728268274846,-0.188152556276768,-0.0305844792238072,-0.10522884685547
"myeloma",0.330458197942901,0.300493840139961,0.14575450992637,0.204549074518861,0.0636534940388813,-0.0159275440651112,0.195706598225824,0.415374812614734,-0.226068981606231,0.0121425927374083,-0.385084627946151,0.291471865115725,-0.0401013085314754,-0.2190616970932,-0.0992298518459623,0,0.0632229385759387,-0.293118493439671,0.0777774193243458,0.170560984507049,0.176033355629643,-0.00346862744656362,0.0813399368438609,-0.164591826338734,-0.0689760866765728,-0.261459456663781,-0.145569578064012,-0.0115012072708579,-0.451826717293045,-0.030002509425114,-0.0195355119187381,0.0412584425470443,0.2261094340696,-0.237413138591703,-0.349722534068125,-0.0720851658268908,0.233348864090523,-0.0309522645170558,0.284584020940279,0.108509794761988,-0.262708841318215,-0.424704846243921
"non.hodgkin.lymphoma",0.174559989873712,-0.311449206051276,0.333005191170448,0.0258888901729323,0.252278305671037,0.565262508222266,0.123118123651052,-0.114076471967986,-0.270139223172121,0.581048334331634,-0.0421680352957715,0.0372895030213955,-0.132712718871336,0.102493792368797,-0.216260950562115,0.0632229385759387,0,-0.22761726070903,-0.467241823602988,-0.061941504136448,0.532698289226252,0.299603161959447,0.0747024411510461,-0.0353104208622796,0.86103371188809,0.482851524716343,-0.0458835800768809,-0.198522931627593,-0.116091621469851,-0.111348439755037,0.336328307497249,0.118230029651814,-0.181694944103852,-0.33311461261102,-0.294622056637172,-0.207404747039738,-0.0881021432233979,0.0595237587027593,-0.151345271230139,-0.290065120234772,0.178364245545291,0.0261436595014568
"other.male.genital.organs",-0.158320169798585,-0.0236400258766684,-0.112015725771803,-0.218483381706746,0.109513908845235,-0.342169447875328,-0.312263785490299,-0.198916513640853,-0.0994190620807932,-0.245911255640615,-0.0970313680253062,-0.222725617364049,0.132642860864774,-0.0166297843276781,-0.0753847124044355,-0.293118493439671,-0.22761726070903,0,-0.171823655088935,-0.166966248273951,-0.308535694978375,-0.24515985240281,-0.283575035961117,0.0467335706334494,-0.19194772718076,-0.0335978406586023,-0.171224438945205,-0.454564557204684,0.327158275466692,0.121784087949013,-0.0811625219267697,0.014719293678158,-0.134403123221352,0.213228725977168,0.285460281945333,0.0689928096244306,-0.146872736846753,-0.0564827795110155,-0.228832977727425,0.225242292235601,-0.0774674985026638,0.199615822257945
"penis",0.203591084098569,0.324147642480352,-0.237621992626906,0.048954492733452,0.142118948760949,-0.23044100283639,-0.155517131247375,0.208910295166115,0.0996439128828943,-0.179484012857645,0.208390370599422,0.0254368384788088,0.141600129654414,-0.0397297512519882,0.0429295184541034,0.0777774193243458,-0.467241823602988,-0.171823655088935,0,0.142001115777414,-0.298422129569134,-0.0410761289704332,-0.0451092841309286,-0.123569494389664,-0.432291649474257,-0.367416037176471,0.119401439863389,0.2726945969969,0.0504935159777682,-0.0801412298895133,-0.244948642196874,0.0355933304979262,0.00777281734200586,0.115464545914667,0.13416929724626,-0.020019198620796,0.151482052766117,-0.0109799679974061,0.219341748287397,-0.0238685487662799,-0.441371263633618,-0.100042894478042
"prostate",-0.0200712359382575,0.538591298640228,0.538461170908701,0.223292499184067,0.295703774962083,0.410859836248392,0.280548504683342,0.440123926447865,-0.061969185385227,-0.00406706636697002,-0.285480653095051,0.490116160391069,-0.0394608164521267,-0.358608892574715,0.276976429050238,0.170560984507049,-0.061941504136448,-0.166966248273951,0.142001115777414,0,0.472163617898465,0.0647728980078973,0.391395577433651,0.0495958694009048,-0.394455209645681,-0.179694268609062,-0.279467166776244,0.286542538275431,-0.17513218729413,0.410913766383196,-0.0744679523038767,0.547425047533976,0.624982727143576,-0.627477700480481,-0.779585094611685,0.0592064944458549,0.335835904850619,-0.236452301039634,0.731750847318032,-0.264622501463284,-0.300974863824849,-0.702084556691241
"testis",0.218331192203719,0.2819838836693,0.649431204747878,0.239330341697131,0.219352527508625,0.595559734038765,0.508410763378032,0.182509551619948,-0.123045206185772,0.29325128540589,-0.137098831153081,0.281938528287065,-0.16813652546734,-0.0928542499074214,0.210111356570481,0.176033355629643,0.532698289226252,-0.308535694978375,-0.298422129569134,0.472163617898465,0,0.173878059718457,0.280052821596746,0.00635823669408143,0.30522226855639,0.259657605273349,-0.294327463478858,0.0398093135015103,-0.320693024357602,0.306082669471767,0.215374364931511,0.403921856405937,0.437590332004113,-0.608057334052772,-0.770019129366063,-0.115051162196076,0.370912567490077,0.0111909922825991,0.464454365334846,-0.501603524734811,0.0629694683578601,-0.47335223279375
"bones.and.joints",0.155065933790338,-0.134953687874243,0.344876498041977,0.040097642005811,-0.0676387834819319,0.244204877381686,0.133676453347375,0.163029405525102,0.135560436016775,0.361921494779643,-0.131303710237216,-0.0701766106641288,0.0308253605067778,0.0591344188096625,0.0264411126452126,-0.00346862744656362,0.299603161959447,-0.24515985240281,-0.0410761289704332,0.0647728980078973,0.173878059718457,0,0.0543176680775525,-0.125652311574422,0.226281764868755,0.226889647025048,-0.129185540347905,-0.0427417712181593,-0.0958921149608669,-0.0655244571955327,0.0300647165876609,0.134403604931855,0.0127330624215985,-0.128989363590331,-0.18136282300861,-0.0894455412742442,-0.226528632244504,-0.0729531904694376,0.0648804374818677,-0.179931122588736,-0.035594277180031,0.0278237690969512
"brain.and.other.nervous.system",-0.118572772443375,0.245625207222422,0.0862290717610083,0.260176416550665,0.0140216010884723,0.174249235833789,0.130403136616788,0.211825863284892,-0.0808297853210679,0.0851434680021603,-0.0693883479145882,0.122939103176207,-0.190207184999207,0.0509558831249268,0.0169445917445009,0.0813399368438609,0.0747024411510461,-0.283575035961117,-0.0451092841309286,0.391395577433651,0.280052821596746,0.0543176680775525,0,-0.303902393628104,0.0270562572447235,0.196160571626293,-0.137142899431905,0.257314105283223,0.0695789684363771,0.242888915515937,-0.0325364728017948,0.107091669241927,0.413761595521349,-0.383187295299429,-0.350558852587249,0.188433484700809,0.0483324025577681,0.00776668761559896,0.419474345205336,-0.131206554997742,-0.00273884997921906,-0.245010369916374
"eye.and.orbit",-0.218820345157132,0.0351292625388183,0.25030466799344,0.0501201880699571,-0.128846346059121,0.159830934701348,0.258946236613944,-0.200514360232071,-0.083140941977687,-0.0466681874041538,-0.237480264100173,0.402507804265804,-0.0222150436705219,-0.309973510482111,0.0749113252668518,-0.164591826338734,-0.0353104208622796,0.0467335706334494,-0.123569494389664,0.0495958694009048,0.00635823669408143,-0.125652311574422,-0.303902393628104,0,-0.124477371693557,-0.159881020543839,0.00152476758793731,0.0397781753145135,-0.297462664276317,0.243554375294066,0.0454450989957333,0.09766038946301,0.101876977603063,-0.194032942585626,-0.135205269399695,-0.0752894457312333,0.0719070042405609,-0.304846654925128,-0.031641259929065,-0.146658612251857,-0.0189900739800578,-0.00997468677454251
"kaposi.sarcoma.",0.12878302392617,-0.483802590426022,0.0297825688277448,-0.00748854846582126,0.121383855960807,0.321934237380971,-0.0182962916607496,-0.333071357950625,-0.151314127474079,0.475603844971489,0.213462326469819,-0.126646800569768,-0.153401763845306,0.328767009793914,-0.287542877234979,-0.0689760866765728,0.86103371188809,-0.19194772718076,-0.432291649474257,-0.394455209645681,0.30522226855639,0.226281764868755,0.0270562572447235,-0.124477371693557,0,0.551853675597792,0.0937374758813851,-0.197918473805662,0.015247101917329,-0.187138607930205,0.384162959194115,-0.126077567285333,-0.351318070251858,-0.0204476364421343,0.0512972644178229,-0.0892904784478094,-0.240688752589233,0.231884024955502,-0.380779582787908,-0.18119832036946,0.349446745089794,0.311080691411636
"melanoma.of.the.skin",-0.12117346683004,-0.3383295128401,0.0832861906351357,-0.00314362941080212,-0.032502355378868,0.158317613405831,-0.000108513120364852,-0.272687347527146,-0.150261190961164,0.30022838114344,0.124161935073848,-0.404798740351746,-0.393294119815723,0.31203724640113,-0.324331781929949,-0.261459456663781,0.482851524716343,-0.0335978406586023,-0.367416037176471,-0.179694268609062,0.259657605273349,0.226889647025048,0.196160571626293,-0.159881020543839,0.551853675597792,0,-0.114878557363299,-0.281498149827235,0.263781123532237,0.0206374784389758,0.392732041205042,-0.0165916291078425,-0.260067823742031,-0.137263018153471,0.0695590384708255,0.11377973755628,-0.132032091315311,0.265541532571324,-0.239704839890003,-0.323009108424074,0.23704315083166,0.341352552290398
"mesothelioma.",-0.12236820173106,-0.119691709296074,-0.319208212169586,-0.403380608926297,-0.0769017953954536,-0.126539508580115,-0.385254434367871,0.0191668958375129,0.368969660363744,0.0834607520894935,-0.0205441709061046,-0.0401962307236707,-0.24812048490124,0.277393399406996,0.119743865869711,-0.145569578064012,-0.0458835800768809,-0.171224438945205,0.119401439863389,-0.279467166776244,-0.294327463478858,-0.129185540347905,-0.137142899431905,0.00152476758793731,0.0937374758813851,-0.114878557363299,0,-0.0154629911042432,0.0708763954711577,-0.182320942910977,0.0921469095346747,-0.379004683420813,-0.212848485552706,0.382551810346449,0.302843232499977,-0.0105836381523275,-0.186073441249378,-0.0412191493081334,-0.0445010809440885,0.226808230988018,0.19871043772693,0.215815038003508
"miscellaneous",0.0776297331279509,0.421346586429307,0.0270206138360393,0.218741564556361,-0.121226708135525,0.137959780082684,0.154421422606321,0.0782724129925654,0.0630934897644313,-0.0420687056952922,0.132688208759623,0.358500227661954,0.205087043299813,-0.0569661206619774,0.264442466438801,-0.0115012072708579,-0.198522931627593,-0.454564557204684,0.2726945969969,0.286542538275431,0.0398093135015103,-0.0427417712181593,0.257314105283223,0.0397781753145135,-0.197918473805662,-0.281498149827235,-0.0154629911042432,0,-0.241139660812382,0.0524282010543222,-0.151995871341489,0.186653392952549,0.422429388956718,-0.0548048089770601,-0.178827785746326,0.0371188324576649,0.144113358050586,0.176871011851015,0.328609582198112,-0.203886504138328,-0.0686312892188762,-0.237469816479522
"oral.cavity.and.pharynx",-0.237716099555982,-0.221175521627092,-0.269985051736464,-0.0872549967922094,0.150456691936593,-0.15656087717155,-0.342399666570888,-0.350734210086463,0.0833870339049949,-0.0157782837889671,0.348465011164784,-0.425404884642009,0.127714012872612,0.330080511153063,-0.0680835036472455,-0.451826717293045,-0.116091621469851,0.327158275466692,0.0504935159777682,-0.17513218729413,-0.320693024357602,-0.0958921149608669,0.0695789684363771,-0.297462664276317,0.015247101917329,0.263781123532237,0.0708763954711577,-0.241139660812382,0,-0.223827176363553,0.0451244316722677,-0.162079221297071,-0.412819485592582,0.133439675823131,0.400547131709168,-0.0140030984006077,-0.140926494607922,0.21137427035108,-0.329305961791041,0.24146153148912,0.00831022251975342,0.375321089477252
"other.endocrine.including.thymus",-0.150472519455079,0.425881846388328,0.260132936431221,0.110559935656086,0.0698766725007774,0.216664289433138,0.221210803203578,-0.0234709749003409,-0.00629623997268479,-0.129940967127806,-0.373075590069604,0.361091194692889,-0.14759766372831,-0.161187431940253,0.226960055748056,-0.030002509425114,-0.111348439755037,0.121784087949013,-0.0801412298895133,0.410913766383196,0.306082669471767,-0.0655244571955327,0.242888915515937,0.243554375294066,-0.187138607930205,0.0206374784389758,-0.182320942910977,0.0524282010543222,-0.223827176363553,0,0.0558795863823453,0.19670856527868,0.56690255159331,-0.396731852914072,-0.486626954493066,0.390020024696834,0.305881082109129,-0.280710397160356,0.500203410525676,-0.06434303081229,0.0795475712276882,-0.318730038347543
"other.non.epithelial.skin",0.037498912649691,-0.245521678329679,0.1064161458668,-0.00463768657441829,-0.137957259985739,0.341775489043476,0.144899825193805,-0.197732278597402,-0.221828287106953,0.199230073956706,-0.207808222264871,0.000831789466146679,-0.304947023927732,0.146439763725905,-0.192679261596654,-0.0195355119187381,0.336328307497249,-0.0811625219267697,-0.244948642196874,-0.0744679523038767,0.215374364931511,0.0300647165876609,-0.0325364728017948,0.0454450989957333,0.384162959194115,0.392732041205042,0.0921469095346747,-0.151995871341489,0.0451244316722677,0.0558795863823453,0,-0.0948115675376278,-0.0655806002846122,-0.081602257032588,-0.12286404123254,0.0337547340030956,0.00188000786731365,0.0871281913519941,-0.174561480298048,-0.30379080787628,0.107445738333202,0.32500869338938
"soft.tissue.including.heart",0.0644363873245318,0.416722012132028,0.423623687578631,0.0869038529941963,0.237754131705655,0.372130516006314,0.339969737034901,0.161394753419963,-0.135303486351922,0.179294396092192,-0.0382135585830751,0.268169083498239,0.33132849879127,-0.251569485124767,0.219671806263064,0.0412584425470443,0.118230029651814,0.014719293678158,0.0355933304979262,0.547425047533976,0.403921856405937,0.134403604931855,0.107091669241927,0.09766038946301,-0.126077567285333,-0.0165916291078425,-0.379004683420813,0.186653392952549,-0.162079221297071,0.19670856527868,-0.0948115675376278,0,0.472440104570899,-0.54334834236197,-0.541505194791233,-0.0149569485824245,0.184458509372559,-0.253844061169869,0.471683976925921,-0.441614018342225,-0.409287870192139,-0.509377713229028
"thyroid",-0.00332373421534957,0.741745550200549,0.24348618764858,0.17576830142027,0.0816336632549116,0.239448008679449,0.48721193070564,0.33136251659488,0.13023559785709,-0.160971777963233,-0.405087940956493,0.545559756044075,0.0498395656317805,-0.39175184755226,0.484614313901354,0.2261094340696,-0.181694944103852,-0.134403123221352,0.00777281734200586,0.624982727143576,0.437590332004113,0.0127330624215985,0.413761595521349,0.101876977603063,-0.351318070251858,-0.260067823742031,-0.212848485552706,0.422429388956718,-0.412819485592582,0.56690255159331,-0.0655806002846122,0.472440104570899,0,-0.455198515798788,-0.657806487197148,0.146584477425172,0.250454481431413,-0.276137863836446,0.863778845203958,-0.212305826178279,-0.173189712551671,-0.633001840976688
"larynx",-0.1191659902637,-0.430423025841297,-0.563787575490319,-0.277175628401856,-0.405222256678114,-0.680283454500249,-0.42599477115555,-0.0856258558109493,0.192212611599663,-0.271687038814628,0.348480271393814,-0.480650424239097,0.0887145253309458,0.271825062838197,-0.198655512656334,-0.237413138591703,-0.33311461261102,0.213228725977168,0.115464545914667,-0.627477700480481,-0.608057334052772,-0.128989363590331,-0.383187295299429,-0.194032942585626,-0.0204476364421343,-0.137263018153471,0.382551810346449,-0.0548048089770601,0.133439675823131,-0.396731852914072,-0.081602257032588,-0.54334834236197,-0.455198515798788,0,0.804483149775472,-0.0160853479504677,-0.354127054299177,0.236618326139477,-0.439335386301341,0.300982594431436,0.275645416461182,0.43999744286673
"lung.and.bronchus",-0.0630890636771188,-0.497613703020836,-0.668303117444083,-0.226787896815576,-0.292768360397393,-0.676024764159133,-0.427657868685003,-0.364540472901227,0.0625657843257856,-0.181628985029396,0.493459940373783,-0.608069322746377,0.0994356612092238,0.304064519407376,-0.334015239266349,-0.349722534068125,-0.294622056637172,0.285460281945333,0.13416929724626,-0.779585094611685,-0.770019129366063,-0.18136282300861,-0.350558852587249,-0.135205269399695,0.0512972644178229,0.0695590384708255,0.302843232499977,-0.178827785746326,0.400547131709168,-0.486626954493066,-0.12286404123254,-0.541505194791233,-0.657806487197148,0.804483149775472,0,0.0480489585035354,-0.394321393565077,0.202776394914698,-0.690618981687992,0.318390682584777,0.185094886174983,0.647518169469438
